15.112,1.1274,21.615,20.9,22.725,59.208,27.015,104.11,21.698,150.49
15.124,1.125,21.684,20.945,22.774,59.343,27.048,104.34,21.791,150.76
15.134,1.1276,21.76,20.975,22.837,59.453,27.084,104.55,21.88,151.02
15.15,1.1169,21.827,21.01,22.886,59.574,27.115,104.76,21.964,151.27
15.157,1.1268,21.89,21.059,22.94,59.692,27.15,104.95,22.043,151.51
15.169,1.119,21.96,21.088,22.994,59.798,27.178,105.14,22.118,151.73
15.18,1.1191,22.02,21.116,23.04,59.893,27.204,105.31,22.188,151.95
15.185,1.1202,22.072,21.154,23.08,59.997,27.227,105.48,22.253,152.16
15.191,1.1162,22.128,21.185,23.12,60.095,27.246,105.64,22.315,152.35
15.192,1.1183,22.176,21.209,23.159,60.178,27.264,105.8,22.372,152.54
15.193,1.1223,22.221,21.234,23.186,60.26,27.273,105.94,22.425,152.71
15.193,1.1219,22.259,21.267,23.21,60.347,27.284,106.08,22.474,152.88
15.193,1.122,22.296,21.294,23.231,60.425,27.291,106.21,22.519,153.04
15.197,1.1229,22.338,21.313,23.253,60.494,27.294,106.34,22.56,153.19
