Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
824,1.0625,-0.5625,-0.3125,-0.6816406,0.02880859,0.7797852,0.2724609,0.3100586,-0.4824219
827,0.8125,-1.125,-0.125,-0.6777344,0.02099609,0.7568359,0.2695313,0.3017578,-0.487793
830,0.4375,-1.4375,-0.0625,-0.6699219,0.01318359,0.7719727,0.2695313,0.3017578,-0.487793
833,0.25,-0.625,-0.3125,-0.6933594,0.02880859,0.7758789,0.2695313,0.3046875,-0.4794922
836,0.4375,0.375,-0.3125,-0.6660156,0.03271484,0.7680664,0.2695313,0.3017578,-0.4936523
839,0.8125,1.25,0.375,-0.6582031,0.009277344,0.7758789,0.2695313,0.3017578,-0.4936523
842,0.875,1,1.125,-0.6738281,0.03662109,0.7607422,0.277832,0.2963867,-0.4936523
845,1.4375,1.0625,2.1875,-0.6738281,-0.001953125,0.7568359,0.277832,0.2963867,-0.4936523
848,1.3125,1.125,2.6875,-0.6933594,0.001464844,0.7641602,0.277832,0.2963867,-0.4936523
851,0.625,0.5,2.75,-0.6777344,0.005371094,0.7412109,0.2749023,0.3046875,-0.487793
854,-1.75,-1.5625,3.6875,-0.6972656,0.009277344,0.7529297,0.2749023,0.3046875,-0.487793
857,-1.0625,-2.875,2.25,-0.6582031,0.03662109,0.7915039,0.277832,0.3017578,-0.487793
860,-0.125,-0.8125,1.0625,-0.6582031,0.02880859,0.7915039,0.277832,0.3017578,-0.487793
863,0.6875,0.3125,0.75,-0.6933594,0.01318359,0.7836914,0.2578125,0.3046875,-0.487793
866,1.3125,0.8125,1.375,-0.6621094,0.02099609,0.8027344,0.2578125,0.3046875,-0.487793
869,1.375,1.8125,1.375,-0.7128906,0.03271484,0.7719727,0.2724609,0.3017578,-0.4936523
872,1.125,1.875,0.6875,-0.7011719,0.005371094,0.7875977,0.2695313,0.2963867,-0.4707031
875,1,1.8125,0.3125,-0.7089844,0.005371094,0.8027344,0.2695313,0.2963867,-0.4707031
878,0.1875,1.125,0,-0.7089844,0.02880859,0.7607422,0.2695313,0.2963867,-0.4707031
881,-0.5,0.4375,-0.25,-0.7089844,0.01708984,0.7758789,0.2695313,0.2963867,-0.4707031
884,-0.6875,0.5,-0.6875,-0.7050781,-0.001953125,0.7568359,0.2636719,0.3076172,-0.4794922
887,-0.3125,0.125,-0.6875,-0.7011719,0.009277344,0.7719727,0.2749023,0.2963867,-0.4736328
890,-0.75,-0.8125,-0.375,-0.6699219,-0.001953125,0.7875977,0.2749023,0.2963867,-0.4736328
893,-1.125,-1.125,-0.375,-0.6816406,0.01708984,0.7836914,0.2607422,0.2993164,-0.4936523
896,0.5,-0.8125,-0.3125,-0.6816406,0.02880859,0.7719727,0.2607422,0.2993164,-0.4936523
899,0.3125,-1.125,-0.375,-0.6660156,0.01708984,0.7836914,0.2695313,0.2993164,-0.4794922
902,0.3125,-1.3125,0,-0.6738281,0.03662109,0.7641602,0.2695313,0.2993164,-0.4794922
905,0.4375,-1.375,-0.0625,-0.6660156,0.02490234,0.7758789,0.2749023,0.3046875,-0.4824219
908,0.875,-1.125,0,-0.6660156,0.02490234,0.7836914,0.2666016,0.293457,-0.4794922
911,1,-0.5,0.25,-0.7089844,0.02099609,0.7915039,0.2666016,0.293457,-0.4794922
914,1.625,0,0.6875,-0.7011719,-0.005859375,0.7875977,0.2724609,0.3046875,-0.487793
917,0.875,0,0.875,-0.6660156,0.02880859,0.7719727,0.2724609,0.3046875,-0.487793
920,1.1875,0.5,0,-0.6855469,0.06005859,0.7988281,0.2749023,0.3046875,-0.4907227
923,0.875,0.4375,1.375,-0.7050781,0.02880859,0.7719727,0.2636719,0.3046875,-0.4736328
926,-0.375,-0.3125,1.25,-0.6503906,0.01708984,0.7797852,0.2636719,0.3046875,-0.4736328
929,-0.25,-0.6875,0.6875,-0.6894531,0.02099609,0.7836914,0.2695313,0.3017578,-0.4824219
932,0.25,-1.3125,-0.125,-0.6855469,0.01708984,0.7875977,0.2695313,0.3017578,-0.4824219
935,0,-0.5,0,-0.6542969,0.005371094,0.7797852,0.2695313,0.3076172,-0.4794922
938,-0.375,-0.25,0,-0.7011719,0.01708984,0.8027344,0.2695313,0.3076172,-0.4794922
941,0.0625,0.125,-0.125,-0.6582031,-0.001953125,0.7797852,0.2607422,0.3017578,-0.4794922
944,0.5625,-0.0625,0,-0.6777344,0.01708984,0.7680664,0.2666016,0.2993164,-0.4936523
947,0.375,-0.5,0.0625,-0.6777344,0.01318359,0.7836914,0.2666016,0.2993164,-0.4936523
950,0,-0.8125,0.125,-0.6503906,0.005371094,0.7836914,0.2724609,0.3046875,-0.4824219
953,0.125,-0.125,0.25,-0.6972656,0.009277344,0.7719727,0.2724609,0.3046875,-0.4824219
956,-0.4375,-0.375,-0.0625,-0.6777344,0.03271484,0.7719727,0.2695313,0.2993164,-0.4794922
959,-0.9375,-1.125,-0.125,-0.6777344,-0.005859375,0.7719727,0.2866211,0.2963867,-0.4848633
962,-0.875,-1.1875,0.1875,-0.6855469,0.009277344,0.7641602,0.2866211,0.2963867,-0.4848633
965,-0.6875,-0.6875,0.0625,-0.6699219,0.01708984,0.7797852,0.2695313,0.293457,-0.4824219
968,0,-0.3125,0.3125,-0.6933594,0.009277344,0.7797852,0.2695313,0.293457,-0.4824219
971,-0.625,-0.5625,-0.0625,-0.6972656,0.01708984,0.7875977,0.2724609,0.3076172,-0.4794922
974,-1.0625,0,-0.0625,-0.6699219,0.001464844,0.8183594,0.2695313,0.3017578,-0.4824219
977,-0.75,0.4375,-0.0625,-0.6855469,0.03662109,0.7758789,0.2695313,0.3017578,-0.4824219
980,-0.4375,0.625,0.125,-0.6816406,0.009277344,0.7607422,0.2724609,0.2993164,-0.4907227
983,0,0.875,0.625,-0.6542969,0.01318359,0.7797852,0.2724609,0.2993164,-0.4907227
986,0.0625,0.6875,0.8125,-0.6582031,0.02880859,0.7836914,0.2724609,0.293457,-0.487793
989,-0.4375,0.5625,0.875,-0.6621094,0.05224609,0.8066406,0.2724609,0.293457,-0.487793
992,-0.4375,1.0625,0.8125,-0.6816406,0.02099609,0.7797852,0.2836914,0.293457,-0.4936523
995,-0.0625,0.8125,0.25,-0.6738281,0.02099609,0.7719727,0.2695313,0.3017578,-0.4824219
998,-0.5,0.9375,-0.1875,-0.6894531,0.03271484,0.7529297,0.2695313,0.3017578,-0.4824219
1001,-0.1875,0.8125,-0.75,-0.6855469,0.02099609,0.7836914,0.2749023,0.3017578,-0.4848633
1004,-0.3125,0.9375,-0.75,-0.6894531,0.02099609,0.7836914,0.2749023,0.3017578,-0.4848633
1007,-0.8125,0.5,-0.8125,-0.7011719,0.02099609,0.7719727,0.2695313,0.3046875,-0.4907227
1010,-0.9375,0.125,-0.8125,-0.6777344,0.02880859,0.7719727,0.2636719,0.3100586,-0.487793
1013,-1.1875,0.1875,-0.5625,-0.6855469,0.009277344,0.7875977,0.2636719,0.3100586,-0.487793
1016,-1.375,-0.8125,-0.9375,-0.6816406,0.01318359,0.7836914,0.2666016,0.3076172,-0.4824219
1019,-1.5625,-1.1875,-0.875,-0.6738281,0.02880859,0.8027344,0.2666016,0.3076172,-0.4824219
1022,-1.375,-0.6875,-0.875,-0.6699219,0.005371094,0.7836914,0.2724609,0.3076172,-0.4907227
1025,-0.8125,-0.625,-1.125,-0.6738281,0.03662109,0.7641602,0.2724609,0.3076172,-0.4907227
1028,-0.25,-0.5,-1.0625,-0.6777344,0.02880859,0.7949219,0.2607422,0.2993164,-0.4848633
1031,-0.25,-0.5,-0.4375,-0.7011719,0.03662109,0.7836914,0.2636719,0.2963867,-0.4824219
1034,-0.1875,-0.8125,-0.3125,-0.6660156,0.005371094,0.7568359,0.2636719,0.2963867,-0.4824219
1037,-0.5,-1.25,-0.4375,-0.6816406,0.03662109,0.7641602,0.2666016,0.2993164,-0.487793
1040,-0.875,-1.3125,-0.5,-0.6777344,0.03271484,0.7641602,0.2666016,0.2993164,-0.487793
1043,-1.0625,-1.4375,-0.1875,-0.6777344,0.009277344,0.7797852,0.2636719,0.2993164,-0.4794922
1046,-1.125,-2.125,-0.25,-0.6855469,0.02880859,0.7758789,0.2666016,0.2963867,-0.4824219
1049,-0.75,-1.6875,-0.0625,-0.6972656,0.009277344,0.7988281,0.2666016,0.2963867,-0.4824219
1052,-0.3125,-1.25,0.1875,-0.7011719,0.03662109,0.7915039,0.2724609,0.293457,-0.4936523
1055,0.125,-0.5,-0.25,-0.6582031,0.01318359,0.7797852,0.2724609,0.293457,-0.4936523
1058,-0.25,-0.3125,-0.375,-0.6777344,0.005371094,0.7641602,0.2666016,0.3076172,-0.4824219
1061,-0.3125,-0.0625,-0.375,-0.6738281,0.03271484,0.7797852,0.2666016,0.3076172,-0.4824219
1064,-0.125,-0.5,-0.5625,-0.6503906,0.01318359,0.7607422,0.2666016,0.2993164,-0.4794922
1067,-0.5625,-1.1875,-0.25,-0.6660156,0.02099609,0.7836914,0.2666016,0.2993164,-0.4794922
1070,-0.9375,-1.5,-0.625,-0.6855469,0.02099609,0.7875977,0.2666016,0.2993164,-0.4794922
1073,-1.0625,-1.6875,-0.75,-0.6699219,0.02880859,0.7915039,0.2807617,0.2963867,-0.4794922
1076,-0.8125,-1.75,-0.8125,-0.6621094,0.009277344,0.7797852,0.2807617,0.2963867,-0.4794922
1079,-0.5,-1.4375,-0.875,-0.6855469,-0.009765625,0.7915039,0.2666016,0.2993164,-0.4824219
1082,-0.6875,-1.3125,-0.625,-0.7011719,0.04833984,0.8105469,0.2749023,0.3046875,-0.4794922
1085,-0.6875,-1.25,-0.25,-0.6855469,0.005371094,0.7949219,0.2749023,0.3046875,-0.4794922
1088,-0.6875,-1.0625,-0.0625,-0.6621094,0.02099609,0.7490234,0.2666016,0.3017578,-0.4765625
1091,-0.1875,-0.75,-0.4375,-0.6894531,0.02099609,0.7988281,0.2666016,0.3017578,-0.4765625
1094,-0.125,-0.8125,-0.9375,-0.6894531,0.02880859,0.8066406,0.2666016,0.3046875,-0.4824219
1097,-0.1875,-0.5,-1.1875,-0.6894531,0.02880859,0.7797852,0.2666016,0.3046875,-0.4824219
1100,-0.8125,-0.5,-1.5,-0.6933594,0.04052734,0.7529297,0.2666016,0.3046875,-0.4824219
1103,0.0625,0.5625,-0.875,-0.6503906,0.01708984,0.7607422,0.2724609,0.3017578,-0.4907227
1106,0.8125,1.3125,-0.3125,-0.6855469,0.001464844,0.7641602,0.2724609,0.3017578,-0.4907227
1109,0.5,1.4375,0.8125,-0.6582031,0.009277344,0.7607422,0.2636719,0.293457,-0.4736328
1112,0.5,1.1875,1.5,-0.6894531,0.03271484,0.7641602,0.2636719,0.293457,-0.4736328
1115,0,0.5625,1.375,-0.6972656,0.04833984,0.7758789,0.2636719,0.2963867,-0.4848633
1118,-0.25,-0.125,1.125,-0.6582031,0.02880859,0.7490234,0.2636719,0.3076172,-0.4736328
1121,-0.25,-0.25,0.9375,-0.6738281,0.01708984,0.7915039,0.2636719,0.3076172,-0.4736328
1124,-0.8125,-0.875,0.625,-0.6386719,-0.005859375,0.7915039,0.2724609,0.293457,-0.4794922
1127,-1.1875,-1.0625,0.25,-0.6503906,0.03662109,0.7719727,0.2724609,0.293457,-0.4794922
1130,-1,-0.4375,-0.375,-0.6464844,0.02099609,0.7836914,0.2724609,0.293457,-0.4794922
1133,-0.25,0.3125,-1,-0.6660156,0.001464844,0.7797852,0.2695313,0.2910156,-0.4824219
1136,-0.125,0,-1.25,-0.6621094,0.001464844,0.7797852,0.2695313,0.2910156,-0.4824219
1139,-0.375,-0.125,-1.375,-0.6816406,0.005371094,0.7875977,0.2836914,0.315918,-0.4824219
1142,-0.4375,-0.625,-1.6875,-0.6855469,0.02880859,0.7719727,0.2836914,0.315918,-0.4824219
1145,-0.125,-0.8125,-2.125,-0.6738281,0.01318359,0.8105469,0.2666016,0.3046875,-0.4907227
1148,-0.25,-0.375,-1.8125,-0.6660156,0.01708984,0.7836914,0.2666016,0.3046875,-0.4907227
1151,-0.625,-0.5,-1.625,-0.6855469,0.005371094,0.7607422,0.2666016,0.2993164,-0.4907227
1154,-0.625,-0.875,-1.125,-0.6855469,0.001464844,0.7607422,0.277832,0.2993164,-0.4824219
1157,-0.875,-1.125,-1,-0.6660156,0.02880859,0.7451172,0.277832,0.2993164,-0.4824219
1160,-0.1875,-0.3125,-0.625,-0.6738281,0.02490234,0.7949219,0.2695313,0.3017578,-0.4995117
1163,0.3125,0.5,-0.4375,-0.7050781,0.01708984,0.7568359,0.2695313,0.3017578,-0.4995117
1166,0.4375,0.75,-0.4375,-0.6660156,0.01708984,0.7836914,0.2636719,0.2963867,-0.4824219
1169,0.0625,0.4375,-0.375,-0.6894531,0.03271484,0.7490234,0.2578125,0.3076172,-0.4848633
1172,-0.1875,0,-0.6875,-0.6816406,0.001464844,0.7797852,0.2578125,0.3076172,-0.4848633
1175,-0.3125,-0.5625,-0.5625,-0.6738281,0.01708984,0.7836914,0.2695313,0.2993164,-0.4824219
1178,-0.625,-1.3125,-0.625,-0.6894531,0.02099609,0.7915039,0.2695313,0.2993164,-0.4824219
1181,-0.625,-1.4375,-0.4375,-0.6816406,0.01318359,0.7988281,0.2724609,0.2963867,-0.4936523
1184,-0.0625,-1.25,-0.25,-0.6777344,0.01318359,0.7915039,0.2724609,0.2963867,-0.4936523
1187,0.125,-1.5625,-0.375,-0.6621094,0.01318359,0.8105469,0.2724609,0.3017578,-0.487793
1190,-0.125,-2.625,-0.6875,-0.6660156,-0.005859375,0.8144531,0.2636719,0.3017578,-0.4907227
1193,0.1875,-2.5625,-0.6875,-0.6542969,0.02490234,0.8066406,0.2636719,0.3017578,-0.4907227
1196,0.1875,-1.75,-0.9375,-0.6816406,0.005371094,0.7797852,0.2666016,0.3046875,-0.4765625
1199,0.5,-0.75,-0.75,-0.6816406,0.02099609,0.7915039,0.2666016,0.3046875,-0.4765625
1202,0.75,-0.6875,-1,-0.6894531,0.01708984,0.7915039,0.2666016,0.2963867,-0.4848633
1205,0.125,-0.5,-1.5,-0.6777344,0.02490234,0.7797852,0.2607422,0.3017578,-0.4794922
1208,-0.3125,-0.25,-1.625,-0.6816406,-0.001953125,0.7719727,0.2607422,0.3017578,-0.4794922
1211,-0.5625,-0.625,-1.9375,-0.6621094,0.03271484,0.7758789,0.2666016,0.3017578,-0.4848633
1214,-1.0625,-1.125,-1.9375,-0.6660156,0.005371094,0.7568359,0.2666016,0.3017578,-0.4848633
1217,-0.5,-0.6875,-2.125,-0.6777344,0.01318359,0.7949219,0.2695313,0.3046875,-0.4824219
1220,-0.5625,-0.25,-1.3125,-0.6660156,0.02490234,0.7949219,0.2695313,0.3046875,-0.4824219
1223,-0.375,0.75,-0.3125,-0.6738281,-0.009765625,0.8027344,0.2578125,0.2993164,-0.4848633
1226,0.1875,0.5,-0.3125,-0.6816406,-0.009765625,0.7758789,0.2636719,0.3100586,-0.4794922
1229,0.0625,0.3125,0,-0.6855469,0.02099609,0.7949219,0.2636719,0.3100586,-0.4794922
1232,0.0625,0,0.4375,-0.6699219,0.01318359,0.7719727,0.2636719,0.3076172,-0.4765625
1235,0,-0.4375,0.4375,-0.6425781,-0.005859375,0.7875977,0.2636719,0.3076172,-0.4765625
1238,0,-0.875,0.6875,-0.6582031,0.02880859,0.7915039,0.2666016,0.2910156,-0.487793
1241,0.0625,-0.75,0.1875,-0.6699219,0.02099609,0.7988281,0.2866211,0.3046875,-0.4848633
1244,0.6875,-0.0625,-0.0625,-0.6464844,0.03662109,0.7915039,0.2866211,0.3046875,-0.4848633
1247,0.5,-0.125,-0.5,-0.7089844,0.02490234,0.7988281,0.2636719,0.3017578,-0.4848633
1250,0,-0.625,-1,-0.6816406,0.02490234,0.7758789,0.2636719,0.3017578,-0.4848633
1253,-0.5,-0.5,-1.3125,-0.6855469,0.01318359,0.8105469,0.2724609,0.2963867,-0.4765625
1256,-0.25,0,-1.25,-0.6660156,0.02880859,0.7641602,0.2636719,0.3076172,-0.4907227
1259,0.25,0.4375,-1.4375,-0.6933594,0.01318359,0.7758789,0.2636719,0.3076172,-0.4907227
1262,-0.1875,0.125,-1.3125,-0.7089844,0.005371094,0.7797852,0.2695313,0.3017578,-0.4736328
1265,-0.5,0,-1.3125,-0.6777344,0.01318359,0.7607422,0.2695313,0.3017578,-0.4736328
1268,0.3125,0.9375,-0.875,-0.6816406,0.009277344,0.7875977,0.2636719,0.3046875,-0.4794922
1271,0,0.5625,-0.5,-0.6777344,0.02099609,0.7915039,0.2636719,0.3046875,-0.4794922
1274,0.5,0.9375,-0.1875,-0.6699219,0.009277344,0.7758789,0.2636719,0.3017578,-0.4794922
1277,1.5625,1.6875,0,-0.7011719,0.01708984,0.7641602,0.2666016,0.2993164,-0.4824219
1280,1.6875,2.375,0.0625,-0.6621094,0.005371094,0.7988281,0.2666016,0.2993164,-0.4824219
1283,1.9375,3,0.4375,-0.6933594,0.02099609,0.7758789,0.2636719,0.2993164,-0.4794922
1286,1.1875,2.5,0.125,-0.7011719,0.009277344,0.7719727,0.2636719,0.2993164,-0.4794922
1289,0.25,1.4375,-0.125,-0.6972656,-0.02539063,0.7836914,0.2695313,0.2993164,-0.4907227
1292,0.25,0.75,-0.5625,-0.6855469,0.01708984,0.7949219,0.2666016,0.3129883,-0.4794922
1295,-0.5625,0.3125,-0.75,-0.6660156,0.03271484,0.7915039,0.2666016,0.3129883,-0.4794922
1298,-0.625,1,-0.375,-0.6972656,0.04443359,0.7988281,0.2695313,0.2910156,-0.4824219
1301,-0.5625,1.8125,-0.5625,-0.6777344,0.01318359,0.7875977,0.2695313,0.2910156,-0.4824219
1304,-0.25,2,-0.5,-0.7011719,0.01708984,0.7758789,0.277832,0.293457,-0.4907227
1307,-0.4375,2.0625,-0.6875,-0.6777344,0.03271484,0.7758789,0.277832,0.293457,-0.4907227
1310,-0.875,1.375,-0.75,-0.6699219,0.03271484,0.7719727,0.2636719,0.2963867,-0.487793
1313,-1.25,0.4375,-0.3125,-0.6738281,0.009277344,0.7607422,0.2666016,0.2963867,-0.4794922
1316,-1.1875,0.0625,-0.375,-0.6816406,-0.001953125,0.7836914,0.2666016,0.2963867,-0.4794922
1319,-0.8125,0.6875,-0.5,-0.6582031,0.03662109,0.8027344,0.2666016,0.2963867,-0.4794922
1322,0.3125,1.375,-0.625,-0.6855469,0.02490234,0.7915039,0.2666016,0.2963867,-0.4794922
1325,0.625,0.5625,-0.8125,-0.6933594,0.005371094,0.7797852,0.2636719,0.2963867,-0.4794922
1328,-0.125,-0.25,-0.75,-0.6855469,0.01708984,0.7373047,0.2666016,0.2993164,-0.487793
1331,-0.5625,-1.0625,-0.875,-0.6855469,0.04052734,0.7719727,0.2666016,0.2993164,-0.487793
1334,-1,-1,-0.8125,-0.6738281,0.03271484,0.7719727,0.2666016,0.3076172,-0.4907227
1337,-0.5625,-1.6875,-0.625,-0.6503906,0.009277344,0.7915039,0.2666016,0.3076172,-0.4907227
1340,-0.875,-0.9375,-0.6875,-0.6738281,0.03662109,0.7719727,0.2666016,0.2993164,-0.4794922
1343,0.4375,-0.125,-0.4375,-0.6542969,0.01708984,0.8105469,0.2666016,0.2993164,-0.4794922
1346,-0.1875,-0.0625,-0.4375,-0.6621094,-0.009765625,0.7875977,0.2666016,0.3017578,-0.4848633
1349,-0.875,-0.5,-0.4375,-0.6699219,0.02099609,0.7719727,0.2666016,0.3017578,-0.4848633
1352,-0.5625,-0.5,-0.375,-0.6894531,0.01708984,0.7797852,0.2666016,0.3017578,-0.4848633
1355,0,-0.6875,-0.375,-0.6660156,0.005371094,0.7797852,0.2553711,0.2910156,-0.487793
1358,0.3125,-0.4375,-0.375,-0.6621094,0.009277344,0.7836914,0.2553711,0.2910156,-0.487793
1361,0.75,-0.125,-0.625,-0.6660156,0.01708984,0.7875977,0.2553711,0.3017578,-0.4907227
1364,0.625,-0.125,-0.25,-0.6503906,0.02880859,0.7490234,0.2666016,0.3017578,-0.4907227
1367,0.25,-0.25,-0.0625,-0.6660156,0.005371094,0.7719727,0.2666016,0.3017578,-0.4907227
1370,0.25,0.4375,0.5,-0.6621094,0.02099609,0.7719727,0.2724609,0.3076172,-0.487793
1373,0.4375,0.5,1.375,-0.6660156,0.03662109,0.7875977,0.2724609,0.3076172,-0.487793
1376,0.25,0.375,2.1875,-0.6542969,-0.009765625,0.7719727,0.2636719,0.3046875,-0.4824219
1379,0.375,0.6875,2.9375,-0.6660156,0.009277344,0.7719727,0.2636719,0.3046875,-0.4824219
1382,0.4375,1.625,3,-0.6933594,-0.001953125,0.7915039,0.2636719,0.3046875,-0.4824219
1385,0.5,1.3125,2.3125,-0.6699219,0.04052734,0.7680664,0.2666016,0.2993164,-0.4848633
1388,-0.25,0.875,1.375,-0.6933594,0.02099609,0.7451172,0.2666016,0.2993164,-0.4848633
1391,-0.125,0.8125,0.9375,-0.6542969,0.03662109,0.7719727,0.2695313,0.2993164,-0.4936523
1394,-0.25,1,0.375,-0.6699219,0.005371094,0.8105469,0.2695313,0.2993164,-0.4936523
1397,0.375,0.6875,0.4375,-0.6425781,0.01318359,0.7949219,0.2666016,0.3017578,-0.4907227
1400,0.3125,0.875,0.0625,-0.7050781,0.03271484,0.8105469,0.2636719,0.2993164,-0.4936523
1403,0.1875,0.5,-0.125,-0.6855469,0.02880859,0.8027344,0.2636719,0.2993164,-0.4936523
1406,0.1875,0.5625,-0.4375,-0.6816406,0.02490234,0.8066406,0.2724609,0.3046875,-0.4848633
1409,-0.3125,0.25,-0.75,-0.7167969,0.03662109,0.7875977,0.2724609,0.3046875,-0.4848633
1412,-2.6875,-0.9375,-0.25,-0.7050781,-0.005859375,0.7568359,0.2724609,0.3046875,-0.4848633
1415,-1,-0.75,-0.375,-0.7011719,0.01708984,0.8027344,0.2607422,0.3017578,-0.4848633
1418,-1.5625,0,-0.8125,-0.6777344,0.01708984,0.7949219,0.2607422,0.3017578,-0.4848633
1421,-1.1875,1.6875,-0.125,-0.6621094,-0.001953125,0.7875977,0.2695313,0.3046875,-0.487793
1424,-0.6875,1.4375,0.75,-0.6894531,0.009277344,0.7490234,0.2695313,0.3046875,-0.487793
1427,-0.125,2.0625,1.25,-0.6777344,0.01708984,0.7641602,0.2666016,0.2963867,-0.4907227
1430,0.1875,2.75,1.4375,-0.6894531,-0.001953125,0.7719727,0.2666016,0.2963867,-0.4907227
1433,1.5,4.4375,2.3125,-0.6621094,0.02490234,0.7680664,0.2636719,0.2963867,-0.4824219
1436,2.8125,5.375,2.5,-0.6425781,0.03662109,0.7797852,0.2666016,0.2993164,-0.4824219
1439,2.5,5,2.25,-0.6777344,0.03662109,0.7719727,0.2666016,0.2993164,-0.4824219
1442,1.5,3.5,2,-0.6816406,0.01318359,0.7836914,0.2695313,0.3017578,-0.4907227
1445,0.3125,1.8125,1.5625,-0.6582031,0.03662109,0.7949219,0.2695313,0.3017578,-0.4907227
1448,-0.0625,0.875,1.5,-0.6621094,0.03662109,0.7949219,0.2724609,0.2963867,-0.4824219
1451,0.125,0.5,1.125,-0.6855469,0.03662109,0.7949219,0.2636719,0.3076172,-0.4794922
1454,-0.1875,0.1875,1.4375,-0.6777344,0.02099609,0.7949219,0.2636719,0.3076172,-0.4794922
1457,0.1875,-0.4375,1.1875,-0.6777344,0.03662109,0.8183594,0.2724609,0.3017578,-0.4936523
1460,0,-0.25,0.625,-0.6699219,0.01318359,0.7797852,0.2724609,0.3017578,-0.4936523
1463,-0.375,-1.125,0,-0.6816406,0.02880859,0.7949219,0.2695313,0.2910156,-0.4936523
1466,-0.6875,-1.6875,-0.8125,-0.6699219,-0.001953125,0.7875977,0.2695313,0.2910156,-0.4936523
1469,0.625,-0.125,-0.375,-0.6894531,0.06396484,0.7490234,0.2749023,0.2963867,-0.4995117
1472,-0.125,-2.375,-0.8125,-0.6855469,0.03271484,0.7680664,0.2724609,0.3017578,-0.487793
1475,-1.625,-1.9375,-0.5,-0.6503906,0.01708984,0.8295898,0.2724609,0.3017578,-0.487793
1478,-0.125,-0.0625,0.0625,-0.6816406,0.03662109,0.7915039,0.2749023,0.3046875,-0.4907227
1481,0.8125,0.5625,0.875,-0.6699219,0.01708984,0.7641602,0.2749023,0.3046875,-0.4907227
1484,1.3125,0.625,1.3125,-0.7285156,0.01708984,0.7680664,0.2695313,0.2993164,-0.4824219
1487,-0.6875,-0.6875,0.4375,-0.6894531,0.02099609,0.7719727,0.2724609,0.2993164,-0.4794922
1490,-1.125,-1.5625,0.625,-0.6855469,0.03271484,0.7529297,0.2724609,0.2993164,-0.4794922
1493,-0.75,-1.1875,1.0625,-0.6894531,-0.005859375,0.7607422,0.2636719,0.293457,-0.4765625
1496,0.125,-0.75,1.375,-0.6894531,0.03662109,0.7875977,0.2636719,0.293457,-0.4765625
1499,0,-1.0625,1.8125,-0.6816406,-0.009765625,0.7641602,0.2695313,0.2963867,-0.4824219
1502,0,-0.875,1.75,-0.6816406,0.01318359,0.7680664,0.2695313,0.2963867,-0.4824219
1505,-0.125,-0.375,1.4375,-0.6777344,0.005371094,0.7836914,0.2666016,0.293457,-0.4824219
1508,-0.0625,-0.3125,1,-0.6777344,0.02099609,0.7836914,0.2724609,0.3046875,-0.4794922
1511,-0.1875,0,1.125,-0.6933594,0.03271484,0.7836914,0.2724609,0.3046875,-0.4794922
1514,-1,-0.0625,1,-0.6777344,0.02099609,0.7719727,0.2695313,0.3017578,-0.4824219
1517,-1.1875,-0.3125,0.9375,-0.6972656,0.01708984,0.7875977,0.2695313,0.3017578,-0.4824219
1520,-1.1875,-0.3125,0.625,-0.6894531,0.02490234,0.7719727,0.2666016,0.3017578,-0.4907227
1523,-1.6875,-0.3125,0.8125,-0.6738281,0.005371094,0.7797852,0.2666016,0.2993164,-0.4907227
1526,-1.5,0,0.6875,-0.6582031,0.06396484,0.7758789,0.2666016,0.2993164,-0.4907227
1529,-1.1875,-0.25,1.0625,-0.6816406,0.03662109,0.7875977,0.2695313,0.293457,-0.4848633
1532,-1.4375,-0.0625,0.875,-0.6816406,0.02099609,0.7758789,0.2695313,0.293457,-0.4848633
1535,-0.75,0.4375,0.9375,-0.6933594,0.02490234,0.8027344,0.2749023,0.2993164,-0.487793
1538,0.0625,0.625,0.5625,-0.6933594,0.04833984,0.7915039,0.2724609,0.293457,-0.4824219
1541,-0.1875,0.8125,0.0625,-0.6542969,0.02490234,0.7836914,0.2724609,0.293457,-0.4824219
1544,0,0.6875,0.5,-0.6738281,0.01318359,0.7875977,0.2636719,0.2993164,-0.5048828
1547,-0.375,0.375,0.0625,-0.6660156,0.03662109,0.7836914,0.2636719,0.2993164,-0.5048828
1550,-0.75,0.0625,0.25,-0.6816406,0.03662109,0.7758789,0.2807617,0.2963867,-0.4848633
1553,-0.8125,-0.4375,0.125,-0.6933594,0.02490234,0.7719727,0.2807617,0.2963867,-0.4848633
1556,-1.1875,-1.4375,0,-0.6699219,0.01318359,0.7836914,0.2749023,0.2993164,-0.4936523
1559,-2,-1.8125,-0.125,-0.6972656,0.02490234,0.7949219,0.2695313,0.2963867,-0.4794922
1562,-2.25,-1.8125,-0.3125,-0.6816406,0.009277344,0.7915039,0.2695313,0.2963867,-0.4794922
1565,-1.6875,-1.5,-0.125,-0.7050781,0.01708984,0.7758789,0.2578125,0.3046875,-0.4765625
1568,-1.6875,-2,-0.0625,-0.6738281,0.009277344,0.7719727,0.2578125,0.3046875,-0.4765625
1571,-1.6875,-2,0.0625,-0.6621094,0.01708984,0.7949219,0.2636719,0.2963867,-0.4936523
1574,-0.6875,-1.3125,1.25,-0.6699219,0.03662109,0.7680664,0.2636719,0.3017578,-0.4824219
