Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
4865,23.375,11.0625,-12.1875,-0.04199219,-1.043457,-0.3735352,-0.02099609,0.4404297,0.1625977
4868,28.0625,16.0625,-7.6875,-0.05371094,-0.9418945,-0.3427734,-0.03271484,0.4379883,0.1572266
4871,31.3125,18.4375,-4.875,0.004394531,-0.9111328,-0.3427734,-0.01806641,0.4321289,0.159668
4874,32.5625,19,-3,0.03564453,-0.8251953,-0.2963867,-0.01806641,0.4321289,0.159668
4877,29.125,20,-3.8125,0.1132813,-0.8369141,-0.4233398,-0.02099609,0.4433594,0.1430664
4880,24.875,19.3125,-0.8125,0.1289063,-0.7900391,-0.2158203,-0.02099609,0.4433594,0.1430664
4883,22.125,17.8125,2.3125,0.1445313,-0.7822266,-0.2041016,-0.01806641,0.4379883,0.1401367
4886,14.5,16.8125,6.625,0.1484375,-0.7939453,-0.1962891,-0.015625,0.4487305,0.1542969
4889,8.125,14.875,7.0625,0.1445313,-0.7939453,-0.1923828,-0.015625,0.4487305,0.1542969
4892,4.3125,14.5,8.3125,0.1171875,-0.8603516,-0.1962891,-0.01806641,0.4433594,0.1313477
4895,-0.1875,14.3125,9.875,0.1132813,-0.9072266,-0.2041016,-0.01806641,0.4433594,0.1313477
4898,-3.625,14.0625,10.1875,0.08203125,-0.9458008,-0.2001953,-0.01806641,0.4321289,0.1342773
4901,-6.625,13.375,10.3125,0.04345703,-0.9692383,-0.1889648,-0.01806641,0.4321289,0.1342773
4904,-10.5625,12.1875,9.6875,0.03564453,-1.070801,-0.1655273,-0.02392578,0.4379883,0.1313477
4907,-13.9375,11.5,10,0.0004882813,-1.098145,-0.1962891,-0.02978516,0.4487305,0.1484375
4910,-14.3125,11.25,9.4375,-0.05761719,-1.125488,-0.2504883,-0.02978516,0.4487305,0.1484375
4913,-11.8125,11.9375,8.3125,-0.08886719,-1.168457,-0.2387695,-0.03271484,0.4487305,0.1259766
4916,-6.75,11.6875,7.3125,-0.1240234,-1.17627,-0.2695313,-0.03271484,0.4487305,0.1259766
4919,-0.375,10.375,5.4375,-0.1201172,-1.184082,-0.2158203,-0.03271484,0.4462891,0.137207
4922,7.25,10.3125,4.3125,-0.1279297,-1.11377,-0.2080078,-0.01269531,0.4462891,0.1230469
4925,15,9.9375,4.125,-0.1396484,-1.043457,-0.1386719,-0.01269531,0.4462891,0.1230469
4928,20.125,9.6875,4.875,-0.09277344,-0.9887695,-0.1308594,-0.01269531,0.4379883,0.128418
4931,22.3125,10.0625,6.125,-0.1162109,-0.9379883,-0.09277344,-0.01269531,0.4379883,0.128418
4934,25.25,10.4375,7.3125,-0.09667969,-0.8720703,-0.07714844,-0.02392578,0.4433594,0.1201172
4937,26.3125,8.9375,8.5625,-0.08886719,-0.8212891,-0.09277344,-0.02392578,0.4433594,0.1201172
4940,26.4375,7.4375,9.125,-0.04199219,-0.7939453,-0.06201172,-0.02099609,0.4462891,0.1230469
4943,25.25,5.3125,9.5625,-0.04199219,-0.7587891,-0.03515625,-0.02099609,0.4433594,0.1113281
4946,23.4375,5.125,10.375,-0.002929688,-0.7314453,-0.03515625,-0.02099609,0.4433594,0.1113281
4949,20.4375,6.125,11.5,0.0004882813,-0.7236328,-0.01953125,-0.02099609,0.4433594,0.1113281
4952,17.25,6.6875,12.625,0.05517578,-0.7119141,0.002929688,-0.02099609,0.4433594,0.1113281
4955,13.8125,6.875,13.375,-0.01464844,-0.7119141,-0.0078125,-0.006835938,0.4545898,0.1030273
4958,10.75,7.1875,13.875,0.004394531,-0.7314453,-0.015625,-0.01269531,0.4487305,0.1113281
4961,8.25,7.3125,14.375,-0.006835938,-0.7158203,-0.03515625,-0.01269531,0.4487305,0.1113281
4964,7.125,7,15,-0.03027344,-0.7353516,-0.0234375,-0.01806641,0.4433594,0.105957
4967,5.8125,6,15.3125,-0.04199219,-0.7392578,-0.02734375,-0.01806641,0.4433594,0.105957
4970,4.625,5.25,15.75,-0.03027344,-0.7470703,-0.03515625,-0.015625,0.4487305,0.09179688
4973,4.4375,3.75,15.8125,-0.04589844,-0.7626953,-0.01171875,-0.015625,0.4487305,0.09179688
4976,5,2.125,15.4375,-0.02246094,-0.7744141,-0.03857422,-0.01269531,0.4487305,0.105957
4979,5.5625,0.5,14.5625,-0.04589844,-0.7587891,-0.0004882813,-0.01269531,0.4487305,0.105957
4982,5.9375,-0.3125,13.875,-0.1396484,-0.7587891,-0.0078125,-0.01269531,0.4487305,0.105957
4985,5.6875,-1.9375,13.0625,-0.06542969,-0.7939453,-0.01953125,-0.009765625,0.4487305,0.1088867
4988,5.625,-3.3125,12.3125,-0.03417969,-0.7783203,-0.01171875,-0.009765625,0.4487305,0.1088867
4991,5.1875,-4.125,11.125,-0.03027344,-0.7900391,0.01464844,-0.009765625,0.4575195,0.1000977
4994,3.8125,-5.375,10.5,-0.03027344,-0.7978516,0.006835938,-0.01269531,0.4545898,0.09472656
4997,2.5,-6.8125,10.25,-0.03417969,-0.8212891,0.01855469,-0.01269531,0.4545898,0.09472656
5000,1.6875,-8.0625,10.125,-0.03417969,-0.8017578,-0.0234375,-0.015625,0.4433594,0.1000977
5003,2.75,-10.375,10.3125,-0.01855469,-0.7939453,-0.01953125,-0.015625,0.4433594,0.1000977
5006,3.125,-12.875,9.6875,-0.04199219,-0.8525391,0.01464844,-0.01269531,0.4433594,0.09716797
5009,3.625,-13.875,9.8125,-0.02246094,-0.8486328,0.02246094,-0.01269531,0.4433594,0.09716797
5012,2.875,-13.375,11,-0.05761719,-0.8408203,0.002929688,-0.01269531,0.4433594,0.09716797
5015,2.75,-14.4375,11.3125,-0.06542969,-0.8564453,-0.01171875,-0.009765625,0.4545898,0.09472656
5018,2.9375,-18,11.5,-0.08496094,-0.8251953,-0.0234375,-0.009765625,0.4545898,0.09472656
5021,7.125,-20.875,11.375,-0.06933594,-0.8603516,-0.0234375,-0.009765625,0.4433594,0.09179688
5024,11.1875,-22.9375,11.875,-0.09277344,-0.8447266,-0.0078125,-0.009765625,0.4433594,0.09179688
5027,12.625,-24.5625,12.5,-0.08105469,-0.8759766,0.006835938,-0.009765625,0.4462891,0.1000977
5030,10,-27,12.9375,-0.1005859,-0.8642578,0.04150391,-0.01806641,0.4516602,0.09472656
5033,8.3125,-28.0625,13.8125,-0.1318359,-0.8916016,0.006835938,-0.01806641,0.4516602,0.09472656
5036,6.4375,-30.4375,13.25,-0.08886719,-0.9072266,-0.0004882813,-0.006835938,0.4433594,0.09716797
5039,5,-33.3125,13,-0.1044922,-0.8994141,-0.01171875,-0.006835938,0.4433594,0.09716797
5042,5.1875,-35,13.9375,-0.1162109,-0.8994141,-0.0234375,-0.006835938,0.4433594,0.09716797
5045,4.625,-37.5,14.8125,-0.08105469,-0.9150391,-0.0004882813,-0.00390625,0.4516602,0.08886719
5048,2.5,-38.5,16.375,-0.1123047,-0.934082,-0.02734375,-0.00390625,0.4516602,0.08886719
5051,-0.1875,-40.0625,17.875,-0.09667969,-0.980957,-0.0234375,0.001464844,0.4462891,0.07763672
5054,-2.25,-42.5,18.8125,-0.1396484,-0.949707,-0.015625,0.001464844,0.4462891,0.07763672
5057,-4.125,-44.4375,19,-0.1552734,-1.008301,0.002929688,-0.00390625,0.4433594,0.09179688
5060,-6.625,-48.25,18.5,-0.2021484,-1.023926,0.006835938,-0.00390625,0.4433594,0.09179688
5063,-9.5,-52.375,18,-0.1904297,-1.035645,0.02978516,-0.006835938,0.4433594,0.0859375
5066,-12.1875,-58.25,17.4375,-0.1826172,-1.039551,0.08007813,-0.009765625,0.4545898,0.09716797
5069,-14.9375,-63,16.9375,-0.1943359,-1.070801,0.1259766,-0.009765625,0.4545898,0.09716797
5072,-17,-68.75,16.5625,-0.2172852,-1.086426,0.1567383,-0.009765625,0.4545898,0.09716797
5075,-18.125,-75.625,16.125,-0.2329102,-1.098145,0.1835938,-0.009765625,0.4545898,0.09716797
5078,-18.9375,-83,16,-0.2797852,-1.117676,0.1762695,-0.00390625,0.4545898,0.09472656
5081,-16.6875,-90.0625,14.9375,-0.2719727,-1.109863,0.1220703,-0.006835938,0.4487305,0.09472656
5084,-13.1875,-97.5625,12.9375,-0.2680664,-1.164551,0.02246094,-0.006835938,0.4487305,0.09472656
5087,-10.3125,-101.625,10.0625,-0.2368164,-1.234863,0.006835938,0.00390625,0.4462891,0.1088867
5090,-4.9375,-101.9375,7.9375,-0.2329102,-1.308594,-0.08496094,0.00390625,0.4462891,0.1088867
5093,-1.3125,-100.1875,6.0625,-0.1982422,-1.328125,-0.1308594,0.001464844,0.4404297,0.09716797
5096,-1.8125,-97.4375,4.8125,-0.2099609,-1.351563,-0.1889648,0.001464844,0.4404297,0.09716797
5099,-3.6875,-95,3.125,-0.2250977,-1.363281,-0.2617188,0.00390625,0.4433594,0.1088867
5102,-1.625,-92.25,3.1875,-0.1396484,-1.332031,-0.3081055,0.001464844,0.4575195,0.1088867
5105,5.4375,-90.5,4.8125,-0.1591797,-1.320313,-0.3500977,0.001464844,0.4575195,0.1088867
5108,13.4375,-88.0625,6,-0.2021484,-1.230957,-0.28125,0.01855469,0.4433594,0.1088867
5111,14.1875,-86.75,7.25,-0.2641602,-1.17627,-0.2197266,0.01855469,0.4433594,0.1088867
5114,6.5625,-86.875,7.125,-0.3383789,-1.133301,-0.1542969,0.006835938,0.4433594,0.1030273
5117,2.9375,-86.5625,5.5625,-0.3969727,-1.023926,-0.1811523,0.02099609,0.4462891,0.1171875
5120,6.375,-84.8125,4.4375,-0.4125977,-0.9731445,-0.1386719,0.02099609,0.4462891,0.1171875
5123,5.75,-84.5,2.25,-0.4165039,-0.9301758,-0.1040039,0.006835938,0.4433594,0.1230469
5126,0.125,-85.25,-0.75,-0.4360352,-0.8681641,-0.1079102,0.006835938,0.4433594,0.1230469
5129,-5.625,-84.625,-4.3125,-0.4672852,-0.8525391,-0.1040039,0.02392578,0.4545898,0.1259766
5132,-8.9375,-83.625,-6.25,-0.4594727,-0.8369141,-0.1308594,0.02392578,0.4545898,0.1259766
5135,-11.75,-82.5625,-7.9375,-0.4672852,-0.8447266,-0.1386719,0.02978516,0.4433594,0.1259766
5138,-14.9375,-83.1875,-10.5625,-0.4594727,-0.8447266,-0.1811523,0.02392578,0.4462891,0.128418
5141,-18.875,-82.75,-11.5625,-0.4438477,-0.8876953,-0.2080078,0.02392578,0.4462891,0.128418
5144,-20.5625,-82.25,-10.25,-0.4438477,-0.934082,-0.1811523,0.02685547,0.4462891,0.137207
5147,-21.9375,-82.3125,-8.625,-0.3891602,-0.9262695,-0.2197266,0.02685547,0.4462891,0.137207
5150,-21.75,-83.3125,-6.625,-0.3696289,-1.008301,-0.2387695,0.02978516,0.4379883,0.137207
5153,-21.75,-86.625,-4.6875,-0.3422852,-1.031738,-0.2387695,0.03564453,0.4462891,0.1401367
5156,-21.875,-89.5625,-3.125,-0.3500977,-1.059082,-0.2119141,0.03564453,0.4462891,0.1401367
5159,-19.4375,-92.3125,-2.6875,-0.3383789,-1.121582,-0.2041016,0.03564453,0.4404297,0.159668
5162,-14.6875,-97.25,-4.8125,-0.3422852,-1.125488,-0.230957,0.03564453,0.4404297,0.159668
5165,-10,-101.5,-7.625,-0.3266602,-1.129395,-0.1962891,0.03271484,0.4350586,0.1572266
5168,-5.75,-103.5625,-10.375,-0.3774414,-1.148926,-0.1850586,0.04394531,0.4379883,0.1572266
5171,-1.25,-105.0625,-12.3125,-0.3266602,-1.055176,-0.1425781,0.04394531,0.4379883,0.1572266
5174,2.1875,-105.5625,-13,-0.3071289,-1.016113,-0.1347656,0.04101563,0.4404297,0.1625977
5177,3.4375,-105.0625,-13.875,-0.2563477,-0.9848633,-0.1235352,0.04101563,0.4404297,0.1625977
5180,3.3125,-103.75,-15.25,-0.2524414,-0.934082,-0.09277344,0.05810547,0.4350586,0.159668
5183,2.1875,-102,-16.1875,-0.2524414,-0.8798828,-0.09667969,0.05810547,0.4350586,0.159668
5186,0.9375,-101.25,-17.5,-0.2368164,-0.8212891,-0.06201172,0.05566406,0.4321289,0.168457
5189,-0.9375,-99.25,-18.3125,-0.2524414,-0.7861328,-0.03125,0.05810547,0.4350586,0.1655273
5192,-2.75,-96.8125,-18.25,-0.2368164,-0.7080078,-0.0234375,0.05810547,0.4350586,0.1655273
5195,-3.8125,-94.75,-18,-0.2099609,-0.7001953,-0.03857422,0.06689453,0.4379883,0.1743164
5198,-4.3125,-94.125,-18.625,-0.2797852,-0.6884766,-0.02734375,0.06689453,0.4379883,0.1743164
5201,-5,-94.375,-19.875,-0.2172852,-0.6416016,-0.0004882813,0.06982422,0.4462891,0.1713867
5204,-5.125,-94.25,-20.0625,-0.2329102,-0.6298828,-0.0234375,0.078125,0.4321289,0.1625977
5207,-5.4375,-95.625,-20.8125,-0.2407227,-0.6767578,-0.015625,0.078125,0.4321289,0.1625977
5210,-5.4375,-95.75,-21.25,-0.1982422,-0.6416016,-0.01171875,0.08398438,0.4321289,0.1743164
5213,-5.6875,-95,-21.875,-0.1865234,-0.7119141,-0.0078125,0.08398438,0.4321289,0.1743164
5216,-6.4375,-93.5625,-22.0625,-0.2099609,-0.6923828,-0.0078125,0.078125,0.4296875,0.1884766
5219,-8.375,-90.8125,-22.5625,-0.1826172,-0.7001953,-0.0078125,0.078125,0.4296875,0.1884766
5222,-9.1875,-89.0625,-23.5625,-0.1943359,-0.7275391,-0.02734375,0.08691406,0.4321289,0.1884766
5225,-10.4375,-86,-24.5625,-0.2021484,-0.7744141,-0.02734375,0.08691406,0.4350586,0.1826172
5228,-11.25,-85.3125,-25.625,-0.1787109,-0.7666016,-0.0004882813,0.08691406,0.4350586,0.1826172
5231,-12.0625,-81.1875,-25.5,-0.1982422,-0.7783203,0.01855469,0.08691406,0.4350586,0.1826172
5234,-13.5625,-79.5,-25.4375,-0.2060547,-0.7900391,-0.0078125,0.08691406,0.4350586,0.1826172
5237,-13.125,-76.625,-24.75,-0.2099609,-0.8251953,-0.015625,0.09228516,0.4350586,0.199707
5240,-11.375,-75.0625,-25.4375,-0.2250977,-0.8369141,0.02246094,0.08984375,0.4350586,0.1967773
5243,-9.375,-73.9375,-26.5,-0.2099609,-0.8564453,0.006835938,0.08984375,0.4350586,0.1967773
5246,-7.125,-72.0625,-27.125,-0.2485352,-0.8681641,0.01074219,0.08984375,0.4350586,0.1967773
5249,-5.9375,-70.6875,-28,-0.2563477,-0.8369141,0.02587891,0.08984375,0.4350586,0.1967773
5252,-4.125,-69.5,-28.875,-0.2021484,-0.8681641,0.04931641,0.1069336,0.4267578,0.1967773
5255,-2.5,-68,-29,-0.2138672,-0.8369141,0.05322266,0.1069336,0.4267578,0.1967773
5258,-2,-66.4375,-29.5625,-0.2368164,-0.8408203,0.02587891,0.09521484,0.4379883,0.2109375
5261,-0.9375,-65.25,-30.0625,-0.2524414,-0.8017578,0.01074219,0.1040039,0.4296875,0.199707
5264,1.125,-63.375,-30.3125,-0.2641602,-0.8056641,0.04150391,0.1040039,0.4296875,0.199707
5267,2.4375,-62.0625,-30.0625,-0.2290039,-0.8095703,0.07617188,0.1123047,0.4321289,0.2026367
5270,2.9375,-60.5625,-30.25,-0.2407227,-0.8291016,0.06835938,0.1123047,0.4321289,0.2026367
5273,2.8125,-58.625,-29.625,-0.2172852,-0.8681641,0.06835938,0.1098633,0.4321289,0.2109375
5276,2.0625,-56.3125,-29.1875,-0.2563477,-0.8837891,0.06445313,0.09228516,0.4321289,0.2080078
5279,0.75,-53.9375,-28.5,-0.2138672,-0.9301758,0.05322266,0.09228516,0.4321289,0.2080078
5282,-0.3125,-50.125,-27,-0.2138672,-0.9458008,0.08007813,0.1210938,0.4433594,0.2080078
5285,-2.6875,-48.25,-26.4375,-0.2060547,-0.980957,0.04931641,0.1210938,0.4433594,0.2080078
5288,-3.3125,-44.125,-24.6875,-0.1904297,-1.008301,0.05664063,0.1181641,0.4379883,0.2109375
5291,-5.25,-43.875,-24.625,-0.1865234,-1.043457,0.05322266,0.1181641,0.4379883,0.2109375
5294,-6.5,-42.75,-23.9375,-0.2211914,-1.059082,-0.0004882813,0.1181641,0.4379883,0.2109375
5297,-2.125,-42.6875,-23.125,-0.2250977,-1.090332,0.002929688,0.1210938,0.4350586,0.2026367
5300,2.6875,-41.875,-21.5625,-0.2329102,-1.066895,0.04541016,0.1210938,0.4350586,0.2026367
5303,-2.75,-42.25,-21.375,-0.1904297,-1.137207,0.1298828,0.1152344,0.4321289,0.2080078
5306,-8.9375,-41.625,-20.5,-0.2290039,-1.102051,0.1489258,0.1152344,0.4321289,0.2080078
5309,-12.25,-40.8125,-22.125,-0.2563477,-1.109863,0.1723633,0.1240234,0.4379883,0.2167969
5312,-16.5625,-41.4375,-25.5,-0.2368164,-1.094238,0.1606445,0.1240234,0.4267578,0.2250977
5315,-14.8125,-40.6875,-27.4375,-0.2021484,-1.133301,0.168457,0.1240234,0.4267578,0.2250977
5318,-11.625,-39.875,-28.625,-0.1591797,-1.133301,0.1147461,0.1240234,0.4296875,0.2138672
5321,-10.25,-42.625,-30.0625,-0.1044922,-1.187988,0.1030273,0.1240234,0.4296875,0.2138672
5324,-11.4375,-45.875,-31.8125,-0.05371094,-1.20752,0.07617188,0.1240234,0.4296875,0.2138672
5327,-14.875,-46.6875,-31.9375,-0.06542969,-1.273438,0.002929688,0.1210938,0.4296875,0.2368164
5330,-16.5625,-47.5625,-31.25,-0.03808594,-1.3125,-0.01953125,0.1210938,0.4296875,0.2368164
5333,-15.125,-44.125,-30,-0.06542969,-1.328125,-0.1000977,0.1381836,0.4321289,0.230957
5336,-10,-41.9375,-28.6875,-0.04199219,-1.289063,-0.246582,0.1381836,0.4321289,0.230957
5339,-0.625,-37.4375,-26.5,-0.03808594,-1.285156,-0.246582,0.1269531,0.4350586,0.230957
5342,6.0625,-33.75,-24.625,-0.03808594,-1.203613,-0.2578125,0.1269531,0.4350586,0.230957
5345,9.6875,-31.5625,-23.625,-0.04199219,-1.129395,-0.2348633,0.1240234,0.4321289,0.2280273
5348,10.5,-28.125,-21.6875,-0.04980469,-1.047363,-0.2197266,0.1293945,0.4350586,0.2226563
5351,11.3125,-23.0625,-19.125,-0.07324219,-0.965332,-0.1850586,0.1293945,0.4350586,0.2226563
5354,11.9375,-18.875,-18.1875,-0.08886719,-0.8603516,-0.1582031,0.1293945,0.4350586,0.2226563
5357,12.4375,-15.625,-16.75,-0.06933594,-0.8330078,-0.1235352,0.1293945,0.4350586,0.2226563
5360,12,-12.375,-13.9375,-0.03027344,-0.7705078,-0.1308594,0.1411133,0.4321289,0.2338867
5363,11,-8.8125,-11.25,-0.002929688,-0.7353516,-0.1386719,0.1381836,0.4379883,0.2138672
5366,11.0625,-6.5,-8.3125,0.05126953,-0.7197266,-0.1655273,0.1381836,0.4379883,0.2138672
5369,10.375,-4.6875,-5.0625,0.1289063,-0.7431641,-0.1655273,0.1381836,0.4321289,0.2250977
5372,9.1875,-3.8125,-2.6875,0.1484375,-0.8056641,-0.1616211,0.1381836,0.4321289,0.2250977
5375,6.8125,-3.8125,-1.25,0.1757813,-0.8095703,-0.1811523,0.1411133,0.4433594,0.2397461
5378,4.9375,-4.9375,-1,0.1484375,-0.8837891,-0.1962891,0.1411133,0.4433594,0.2397461
5381,3.5625,-5.625,-1.875,0.109375,-0.918457,-0.1962891,0.1381836,0.4404297,0.2226563
5384,2.25,-6.375,-2.6875,0.08984375,-0.9887695,-0.2734375,0.1381836,0.4404297,0.2226563
5387,-0.375,-7.375,-4.8125,0.08203125,-1.059082,-0.2348633,0.1381836,0.4404297,0.2226563
5390,-1.9375,-5.4375,-6,0.03955078,-1.102051,-0.2119141,0.1552734,0.4433594,0.2197266
5393,-3.1875,-4.25,-7.125,0.02392578,-1.129395,-0.2041016,0.1552734,0.4433594,0.2197266
5396,-5.75,-3.5,-8.125,-0.01074219,-1.156738,-0.2080078,0.1293945,0.4516602,0.2250977
5399,-6.75,-3.5625,-8.3125,-0.03417969,-1.20752,-0.1889648,0.1323242,0.4575195,0.2280273
5402,-6.375,-3.0625,-7.875,-0.04199219,-1.164551,-0.1850586,0.1323242,0.4575195,0.2280273
5405,-3.875,-2.9375,-7.25,-0.1005859,-1.152832,-0.1386719,0.144043,0.4462891,0.2250977
5408,-2.1875,-5,-6.25,-0.1123047,-1.117676,-0.1196289,0.144043,0.4462891,0.2250977
5411,0.875,-7.4375,-5.9375,-0.1396484,-1.059082,-0.09667969,0.1494141,0.4404297,0.2280273
5414,2.5625,-10.6875,-5.5625,-0.1669922,-1.000488,-0.1000977,0.1494141,0.4404297,0.2280273
5417,4.1875,-15.6875,-4.9375,-0.1240234,-0.9692383,-0.06591797,0.1494141,0.4404297,0.2280273
5420,6.5625,-18.625,-3.5625,-0.08496094,-0.9262695,-0.06201172,0.1469727,0.4487305,0.2250977
5423,7.375,-19.75,-0.5625,-0.08496094,-0.8720703,-0.0234375,0.1469727,0.4487305,0.2250977
5426,7.9375,-20.4375,1.75,-0.07714844,-0.8369141,-0.03857422,0.1469727,0.4433594,0.2280273
5429,8,-20.25,4.25,-0.04199219,-0.8056641,-0.0004882813,0.1469727,0.4433594,0.2280273
5432,7.5,-19.875,5.375,-0.01464844,-0.8017578,-0.04248047,0.1523438,0.4462891,0.2226563
5435,6.25,-19.9375,5.8125,-0.01464844,-0.8017578,-0.05029297,0.1582031,0.4462891,0.2226563
5438,3.8125,-18.5,6.125,-0.006835938,-0.8017578,-0.05419922,0.1582031,0.4462891,0.2226563
5441,1.125,-17.1875,6,0.02001953,-0.7900391,-0.0078125,0.1611328,0.4487305,0.230957
5444,-1.625,-16.8125,5.75,0.02783203,-0.7705078,-0.01953125,0.1611328,0.4487305,0.230957
5447,-4.1875,-16.75,4.9375,0.03173828,-0.7783203,-0.04248047,0.1640625,0.4516602,0.2197266
5450,-5.625,-15.5,4.4375,0.02783203,-0.7978516,-0.01953125,0.1611328,0.4487305,0.2250977
5453,-7.875,-15.0625,5.0625,0.08203125,-0.8212891,-0.04638672,0.1611328,0.4487305,0.2250977
5456,-7.875,-15.6875,5.125,0.02392578,-0.8056641,-0.07714844,0.1640625,0.4575195,0.2280273
5459,-7.75,-16.75,4.9375,0.02783203,-0.8369141,-0.02734375,0.1640625,0.4575195,0.2280273
5462,-6.875,-16.625,4.75,0.03955078,-0.8525391,-0.05419922,0.1665039,0.4462891,0.2368164
5465,-6.375,-17.125,5.25,0.03564453,-0.8720703,-0.0078125,0.1665039,0.4462891,0.2368164
5468,-6.3125,-16.75,4.8125,0.01220703,-0.8994141,-0.0234375,0.175293,0.4516602,0.2250977
5471,-5.875,-17.9375,3.5,-0.03417969,-0.9033203,-0.015625,0.1552734,0.4545898,0.2250977
5474,-5.875,-18.4375,2.6875,-0.01464844,-0.9614258,0.006835938,0.1552734,0.4545898,0.2250977
5477,-6.0625,-18.75,1.8125,-0.002929688,-0.9150391,0.02587891,0.1640625,0.4575195,0.2167969
5480,-6.625,-18.5625,2,-0.02246094,-0.9072266,0.04150391,0.1640625,0.4575195,0.2167969
5483,-7.875,-18.0625,2.25,-0.01074219,-0.9379883,0.01464844,0.175293,0.4433594,0.230957
5486,-8.3125,-18.5,2.875,-0.02246094,-0.8447266,0.01855469,0.175293,0.4433594,0.2368164
5489,-7.4375,-20.4375,3.125,-0.002929688,-0.8642578,0.02246094,0.175293,0.4433594,0.2368164
5492,-6.3125,-20.6875,4.4375,-0.02246094,-0.8525391,0.01855469,0.1665039,0.4433594,0.2421875
5495,-4.75,-22.375,4.5625,-0.04199219,-0.8681641,-0.0004882813,0.1665039,0.4433594,0.2421875
5498,-3.625,-23.75,5.8125,-0.04199219,-0.8681641,-0.02734375,0.1782227,0.4462891,0.2368164
5501,-1.8125,-24.9375,7.4375,-0.01074219,-0.8759766,0.01464844,0.1782227,0.4462891,0.2368164
5504,-0.5625,-25.6875,8.4375,-0.02636719,-0.8642578,0.02246094,0.1865234,0.4462891,0.2421875
5507,0.5625,-26.0625,9.5,-0.04980469,-0.8408203,0.03369141,0.1811523,0.4516602,0.2338867
5510,0.75,-25.6875,10.125,-0.03417969,-0.8681641,0.06054688,0.1811523,0.4516602,0.2338867
5513,1.1875,-25.4375,10.25,-0.02636719,-0.8369141,0.03369141,0.1811523,0.4433594,0.2250977
5516,1.4375,-24.4375,10.875,-0.03808594,-0.8408203,0.002929688,0.1811523,0.4433594,0.2250977
5519,1.25,-22.8125,11.4375,-0.02636719,-0.8212891,0.006835938,0.1923828,0.4516602,0.2338867
5522,0.5,-20.6875,12.875,0.0004882813,-0.7939453,0.03759766,0.1894531,0.4516602,0.2280273
5525,0,-18.375,14.4375,-0.03417969,-0.7978516,-0.0004882813,0.1894531,0.4516602,0.2280273
5528,0.9375,-16.625,15.5625,0.01220703,-0.7783203,-0.004394531,0.1923828,0.4575195,0.230957
5531,2.25,-15.375,16.6875,-0.01855469,-0.8369141,-0.01171875,0.1923828,0.4575195,0.230957
5534,3.375,-15.6875,17.9375,0.02001953,-0.8134766,-0.01953125,0.1953125,0.4516602,0.2368164
5537,2.8125,-17.75,16.6875,-0.01074219,-0.8173828,-0.01171875,0.1953125,0.4516602,0.2368164
5540,3,-16.9375,16.875,0.0004882813,-0.8408203,0.01855469,0.2036133,0.4379883,0.2280273
5543,3.3125,-16.5625,16.375,0.0004882813,-0.8994141,-0.0078125,0.1953125,0.4628906,0.2368164
5546,2.9375,-15.6875,16.0625,-0.006835938,-0.8916016,-0.0004882813,0.1953125,0.4628906,0.2368164
5549,2.875,-15.375,15,0.02001953,-0.9223633,-0.01171875,0.1894531,0.4545898,0.2421875
5552,2.625,-13.75,14.6875,-0.02246094,-0.9418945,0.006835938,0.1894531,0.4545898,0.2421875
5555,2.25,-13.5,13.875,-0.02246094,-0.965332,0.01074219,0.1982422,0.4545898,0.2280273
5558,1.875,-14.625,12.625,-0.02636719,-0.9770508,-0.02734375,0.2036133,0.4545898,0.230957
5561,4,-17.5,11.125,-0.002929688,-0.9731445,-0.01953125,0.2036133,0.4545898,0.230957
5564,8.375,-17.3125,10.8125,-0.01074219,-0.996582,-0.0234375,0.206543,0.4487305,0.230957
5567,10.25,-17.0625,11.875,-0.02636719,-1.02002,0.01855469,0.206543,0.4487305,0.230957
5570,9.5625,-17.6875,13.125,-0.04199219,-1.023926,0.05322266,0.2094727,0.4575195,0.2397461
5573,8.0625,-18.625,13.875,-0.1083984,-1.047363,0.05664063,0.2094727,0.4404297,0.2451172
5576,8.125,-21.1875,13.625,-0.1240234,-1.027832,0.06835938,0.2094727,0.4404297,0.2451172
5579,10.875,-27.125,11.625,-0.1552734,-1.035645,0.05322266,0.2124023,0.4575195,0.2480469
5582,12.25,-30.875,10.1875,-0.1318359,-1.090332,0.09521484,0.2124023,0.4575195,0.2480469
5585,10.125,-34.8125,8.8125,-0.1123047,-1.168457,0.09130859,0.1982422,0.4599609,0.2280273
5588,5.25,-36.5625,7.9375,-0.08886719,-1.227051,0.1030273,0.1982422,0.4599609,0.2280273
5591,-0.75,-35.875,6.375,-0.1123047,-1.269531,0.02246094,0.2094727,0.4599609,0.2451172
5594,-7.75,-34.1875,6,-0.1162109,-1.332031,-0.07324219,0.2182617,0.4599609,0.230957
5597,-11.5,-31.375,4.9375,-0.1279297,-1.335938,-0.1655273,0.2182617,0.4599609,0.230957
5600,-11.8125,-27.8125,5.8125,-0.1318359,-1.34375,-0.2197266,0.2207031,0.4545898,0.2397461
5603,-9.375,-22.4375,9.6875,-0.1044922,-1.328125,-0.2539063,0.2207031,0.4545898,0.2397461
